,name,votes,types,generation,family,sprite_source,generation_color,ranking_overall,ranking_generation
227,Skarmory,135.0,Steel Flying,2,Skarmory,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,#DCD677,94,18.0
144,Articuno,136.0,Ice Flying,1,Articuno,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png,#ACD36C,93,33.0
334,Altaria,136.0,Dragon Flying Fairy,3,Swablu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,#9CD7C8,92,17.0
547,Whimsicott,139.0,Grass Fairy,5,Cottonee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,#9FCADF,91,5.0
245,Suicune,140.0,Water,2,Suicune,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,#DCD677,90,17.0
398,Staraptor,142.0,Normal Flying,4,Starly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png,#B7A3C3,89,17.0
478,Froslass,143.0,Ice Ghost,4,Snorunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,#B7A3C3,88,16.0
272,Ludicolo,147.0,Water Grass,3,Lotad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,#9CD7C8,87,16.0
474,Porygon-Z,148.0,Normal,4,Porygon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png,#B7A3C3,86,15.0
487,Giratina,157.0,Ghost Dragon Ghost Dragon,4,Giratina,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png,#B7A3C3,85,14.0
148,Dragonair,157.0,Dragon,1,Dratini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png,#ACD36C,84,32.0
571,Zoroark,159.0,Dark,5,Zorua,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,#9FCADF,83,4.0
39,Jigglypuff,162.0,Normal Fairy,1,Igglybuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/39.png,#ACD36C,82,31.0
468,Togekiss,164.0,Fairy Flying,4,Togepi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png,#B7A3C3,81,13.0
635,Hydreigon,166.0,Dark Dragon,5,Deino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,#9FCADF,80,3.0
28,Sandslash,167.0,Ground Ice Steel,1,Sandshrew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/28.png,#ACD36C,79,30.0
681,Aegislash,168.0,Steel Ghost,6,Honedge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png,#DD608C,78,3.0
213,Shuckle,176.0,Bug Rock,2,Shuckle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,#DCD677,77,16.0
229,Houndoom,177.0,Dark Fire,2,Houndour,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,#DCD677,76,15.0
471,Glaceon,180.0,Ice,4,Eevee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png,#B7A3C3,75,12.0
156,Quilava,181.0,Fire,2,Cyndaquil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png,#DCD677,74,14.0
132,Ditto,184.0,Normal,1,Ditto,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png,#ACD36C,73,29.0
491,Darkrai,185.0,Dark,4,Darkrai,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,#B7A3C3,72,10.0
461,Weavile,185.0,Dark Ice,4,Sneasel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png,#B7A3C3,71,11.0
393,Piplup,190.0,Water,4,Piplup,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png,#B7A3C3,70,9.0
27,Sandshrew,200.0,Ground Ice Steel,1,Sandshrew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/27.png,#ACD36C,69,28.0
206,Dunsparce,209.0,Normal,2,Dunsparce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,#DCD677,68,13.0
387,Turtwig,218.0,Grass,4,Turtwig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,#B7A3C3,67,8.0
658,Greninja,219.0,Water Dark,6,Froakie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png,#DD608C,66,2.0
373,Salamence,220.0,Dragon Flying,3,Bagon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png,#9CD7C8,65,15.0
609,Chandelure,222.0,Ghost Fire,5,Litwick,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,#9FCADF,64,2.0
350,Milotic,224.0,Water,3,Feebas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,#9CD7C8,63,14.0
286,Breloom,228.0,Grass Fighting,3,Shroomish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,#9CD7C8,62,13.0
169,Crobat,231.0,Poison Flying,2,Zubat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png,#DCD677,61,12.0
131,Lapras,233.0,Water Ice,1,Lapras,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png,#ACD36C,60,27.0
302,Sableye,237.0,Dark Ghost,3,Sableye,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,#9CD7C8,59,12.0
475,Gallade,239.0,Psychic Fighting,4,Ralts,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png,#B7A3C3,58,7.0
303,Mawile,247.0,Steel Fairy,3,Mawile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,#9CD7C8,57,11.0
249,Lugia,260.0,Psychic Flying,2,Lugia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,#DCD677,56,11.0
34,Nidoking,265.0,Poison Ground,1,Nidoran-M,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/34.png,#ACD36C,55,25.0
130,Gyarados,265.0,Water Flying Dark,1,Magikarp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png,#ACD36C,54,26.0
151,Mew,269.0,Psychic,1,Mew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png,#ACD36C,53,24.0
134,Vaporeon,275.0,Water,1,Eevee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png,#ACD36C,52,23.0
58,Growlithe,276.0,Fire,1,Growlithe,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/58.png,#ACD36C,51,22.0
214,Heracross,279.0,Bug Fighting,2,Heracross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,#DCD677,50,10.0
54,Psyduck,281.0,Water,1,Psyduck,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/54.png,#ACD36C,49,21.0
700,Sylveon,282.0,Fairy,6,Eevee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png,#DD608C,48,1.0
778,Mimikyu,284.0,Ghost Fairy,7,Mimikyu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png,#E89483,47,1.0
160,Feraligatr,287.0,Water,2,Totodile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png,#DCD677,46,9.0
637,Volcarona,290.0,Bug Fire,5,Larvesta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,#9FCADF,45,1.0
25,Pikachu,293.0,Electric,1,Pichu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/25.png,#ACD36C,44,20.0
150,Mewtwo,298.0,Psychic Fighting,1,Mewtwo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png,#ACD36C,43,19.0
158,Totodile,300.0,Water,2,Totodile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png,#DCD677,42,8.0
26,Raichu,301.0,Electric Electric Psychic,1,Pichu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/26.png,#ACD36C,41,17.0
93,Haunter,301.0,Ghost Poison,1,Gastly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png,#ACD36C,40,18.0
37,Vulpix,302.0,Fire Ice,1,Vulpix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/37.png,#ACD36C,39,16.0
306,Aggron,313.0,Steel Rock,3,Aron,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,#9CD7C8,38,10.0
384,Rayquaza,316.0,Dragon Flying,3,Rayquaza,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png,#9CD7C8,37,9.0
104,Cubone,321.0,Ground,1,Cubone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png,#ACD36C,36,15.0
135,Jolteon,335.0,Electric,1,Eevee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png,#ACD36C,35,14.0
254,Sceptile,337.0,Grass Dragon,3,Treecko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,#9CD7C8,34,8.0
395,Empoleon,346.0,Water Steel,4,Piplup,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png,#B7A3C3,33,6.0
4,Charmander,374.0,Fire,1,Charmander,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/4.png,#ACD36C,32,13.0
65,Alakazam,376.0,Psychic,1,Abra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/65.png,#ACD36C,31,12.0
155,Cyndaquil,377.0,Fire,2,Cyndaquil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png,#DCD677,30,7.0
260,Swampert,381.0,Water Ground,3,Mudkip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,#9CD7C8,29,7.0
196,Espeon,384.0,Psychic,2,Eevee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,#DCD677,28,6.0
123,Scyther,394.0,Bug Flying,1,Scyther,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png,#ACD36C,27,11.0
376,Metagross,395.0,Steel Psychic,3,Beldum,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png,#9CD7C8,26,6.0
445,Garchomp,404.0,Dragon Ground,4,Gible,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png,#B7A3C3,25,5.0
258,Mudkip,404.0,Water,3,Mudkip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,#9CD7C8,24,5.0
9,Blastoise,410.0,Water,1,Squirtle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/9.png,#ACD36C,23,10.0
212,Scizor,424.0,Bug Steel,2,Scyther,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,#DCD677,22,5.0
405,Luxray,429.0,Electric,4,Shinx,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png,#B7A3C3,21,4.0
389,Torterra,430.0,Grass Ground,4,Turtwig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,#B7A3C3,20,3.0
143,Snorlax,433.0,Normal,1,Munchlax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png,#ACD36C,19,9.0
392,Infernape,443.0,Fire Fighting,4,Chimchar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,#B7A3C3,18,2.0
248,Tyranitar,451.0,Rock Dark,2,Larvitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,#DCD677,17,4.0
38,Ninetales,471.0,Fire Ice Fairy,1,Vulpix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/38.png,#ACD36C,16,8.0
330,Flygon,510.0,Ground Dragon,3,Trapinch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,#9CD7C8,15,4.0
7,Squirtle,523.0,Water,1,Squirtle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/7.png,#ACD36C,14,7.0
181,Ampharos,529.0,Electric Dragon,2,Mareep,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png,#DCD677,13,3.0
157,Typhlosion,534.0,Fire,2,Cyndaquil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png,#DCD677,12,2.0
359,Absol,542.0,Dark,3,Absol,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,#9CD7C8,11,3.0
149,Dragonite,551.0,Dragon Flying,1,Dratini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png,#ACD36C,10,6.0
133,Eevee,581.0,Normal,1,Eevee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png,#ACD36C,9,5.0
282,Gardevoir,585.0,Psychic Fairy,3,Ralts,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,#9CD7C8,8,2.0
448,Lucario,604.0,Fighting Steel,4,Riolu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png,#B7A3C3,7,1.0
197,Umbreon,607.0,Dark,2,Eevee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png,#DCD677,6,1.0
257,Blaziken,613.0,Fire Fighting,3,Torchic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,#9CD7C8,5,1.0
1,Bulbasaur,710.0,Grass Poison,1,Bulbasaur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1.png,#ACD36C,4,4.0
59,Arcanine,923.0,Fire,1,Growlithe,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/59.png,#ACD36C,3,3.0
94,Gengar,1056.0,Ghost Poison,1,Gastly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png,#ACD36C,2,2.0
6,Charizard,1107.0,Fire Flying Dragon,1,Charmander,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/6.png,#ACD36C,1,1.0
